CREATED_ON	DATABASE_NAME	TABLE_NAME	DATA_TYPE	OBJECT_NAME	PREDICATE_NAME	TYPE_SUFFIX	INCLUDE_IN_VIEW	CHARACTER_MAXIMUM_LENGTH	CHARACTER_OCTET_LENGTH	NUMERIC_PRECISION	CHARACTER_SET_NAME	COLLATION_NAME	TOTAL_CARDINALITY	UNIQUE_CARDINALITY	UNIQUENESS_SCORE	TOTAL_UNIQUENESS_SCORE
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_CA-REPORT_DATE-DTM	datetime	BSET_CRIME_STATS_CA	REPORT_DATE	DTM	1	NULL	NULL	NULL	NULL	NULL	79002	30	0.037973722	0.037973722
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_CA-STATE-TXTS	nvarchar	BSET_CRIME_STATS_CA	STATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	79002	1	0.001265791	0.001265791
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-ANC-TXTS	nvarchar	BSET_CRIME_STATS_DC	ANC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	38	0.03043043	0.030430187
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-BLOCKSITEADDRESS-TXTS	nvarchar	BSET_CRIME_STATS_DC	BLOCKSITEADDRESS	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	123785	11610	9.379165489	9.297222845
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-BUSINESSIMPROVEMENTDISTRICT-TXTS	nvarchar	BSET_CRIME_STATS_DC	BUSINESSIMPROVEMENTDISTRICT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	9	0.007207149	0.007207149
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-CCN-INT	bigint	BSET_CRIME_STATS_DC	CCN	INT	1	NULL	NULL	19	NULL	NULL	124844	124821	99.98157701	99.95595631
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-CCN-TXTS	nvarchar	BSET_CRIME_STATS_DC	CCN	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	8	8	100	0.006406355
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-CITY-TXTS	nvarchar	BSET_CRIME_STATS_DC	CITY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	123084	1	0.000812453	0.000800794
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-DISTRICT-TXTS	nvarchar	BSET_CRIME_STATS_DC	DISTRICT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	8	0.006406406	0.006406355
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2004NAME-TXTS	nvarchar	BSET_CRIME_STATS_DC	HOTSPOT2004NAME	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	15	0.012011916	0.012011916
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2005NAME-TXTS	nvarchar	BSET_CRIME_STATS_DC	HOTSPOT2005NAME	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	22	0.017617477	0.017617477
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2006NAME-TXTS	nvarchar	BSET_CRIME_STATS_DC	HOTSPOT2006NAME	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	22	0.017617477	0.017617477
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-LASTMODIFIEDDATE-DTM	datetime	BSET_CRIME_STATS_DC	LASTMODIFIEDDATE	DTM	1	NULL	NULL	NULL	NULL	NULL	124876	2499	2.001185176	2.001185176
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-LATITUDE-FLT	float	BSET_CRIME_STATS_DC	LATITUDE	FLT	1	NULL	NULL	53	NULL	NULL	124876	13039	10.44155803	10.44155803
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-LONGITUDE-FLT	float	BSET_CRIME_STATS_DC	LONGITUDE	FLT	1	NULL	NULL	53	NULL	NULL	124876	13039	10.44155803	10.44155803
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-METHOD-TXTS	nvarchar	BSET_CRIME_STATS_DC	METHOD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	35	0.028027804	0.028027804
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-NARRATIVE-TXTS	nvarchar	BSET_CRIME_STATS_DC	NARRATIVE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	52378	41.94400846	41.94400846
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-NEIGHBORHOODCLUSTER-TXTS	nvarchar	BSET_CRIME_STATS_DC	NEIGHBORHOODCLUSTER	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	40	0.032032032	0.032031776
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-NID-INT	bigint	BSET_CRIME_STATS_DC	NID	INT	1	NULL	NULL	19	NULL	NULL	124876	124876	100	100
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-OFFENSE-TXTS	nvarchar	BSET_CRIME_STATS_DC	OFFENSE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	9	0.007207149	0.007207149
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-PSA-TXTS	nvarchar	BSET_CRIME_STATS_DC	PSA	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	47	0.037637638	0.037637336
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-REPORTDATETIME-DTM	datetime	BSET_CRIME_STATS_DC	REPORTDATETIME	DTM	1	NULL	NULL	NULL	NULL	NULL	124876	1544	1.236426535	1.236426535
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-SHIFT-TXTS	nvarchar	BSET_CRIME_STATS_DC	SHIFT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124876	4	0.003203178	0.003203178
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-SMD-TXTS	nvarchar	BSET_CRIME_STATS_DC	SMD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	287	0.22982983	0.229827989
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-STATE-TXTS	nvarchar	BSET_CRIME_STATS_DC	STATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	123084	1	0.000812453	0.000800794
4/21/12 12:38 PM	BAL_LOCATION	BSET_CRIME_STATS_DC-WARD-TXTS	nvarchar	BSET_CRIME_STATS_DC	WARD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	124875	9	0.007207207	0.007207149
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-CITY-TXTS	nvarchar	BSET_EMPLOYER	CITY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91045	1024	1.124718546	1.124718546
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-EMPLOYER-TXTS	nvarchar	BSET_EMPLOYER	EMPLOYER	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91045	55292	60.73040804	60.73040804
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-PAYERDESCRIPTION-TXTS	nvarchar	BSET_EMPLOYER	PAYERDESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91045	147	0.161458619	0.161458619
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-PAYER-TXTS	nvarchar	BSET_EMPLOYER	PAYER	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91045	52	0.057114614	0.057114614
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-STATE-TXTS	nvarchar	BSET_EMPLOYER	STATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91045	16	0.017573727	0.017573727
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-STREETADDRESS-TXTS	nvarchar	BSET_EMPLOYER	STREETADDRESS	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91039	53615	58.89234284	58.88846175
4/21/12 12:38 PM	BAL_LOCATION	BSET_EMPLOYER-ZIP-TXTS	nvarchar	BSET_EMPLOYER	ZIP	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	91044	958	1.052238478	1.052226921
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-ADDRESS1-TXTS	nvarchar	BSET_INSURER_LOCATION	ADDRESS1	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14467	1948	13.46512753	13.36902066
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-ADDRESS2-TXTS	nvarchar	BSET_INSURER_LOCATION	ADDRESS2	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	120	93	77.5	0.638254066
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-CITY-TXTS	nvarchar	BSET_INSURER_LOCATION	CITY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14454	426	2.947281029	2.9236154
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-INSURANCECOMPANY-TXTS	nvarchar	BSET_INSURER_LOCATION	INSURANCECOMPANY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14571	1560	10.70619724	10.70619724
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-LOCATIONNAME-TXTS	nvarchar	BSET_INSURER_LOCATION	LOCATIONNAME	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14470	713	4.927436075	4.893281175
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-STATE-TXTS	nvarchar	BSET_INSURER_LOCATION	STATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14451	412	2.851013771	2.827534143
4/21/12 12:38 PM	BAL_LOCATION	BSET_INSURER_LOCATION-ZIP-TXTS	nvarchar	BSET_INSURER_LOCATION	ZIP	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14379	778	5.410668336	5.339372727
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_BILL_TYPE_CODE-DESCRIPTION-TXTS	nvarchar	BSET_BILL_TYPE_CODE	DESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	8	8	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_BUNDLING_EDIT_MUTUAL_EXCLUDE-CODE1-TXTS	nvarchar	BSET_BUNDLING_EDIT_MUTUAL_EXCLUDE	CODE1	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	2817	603	21.4057508	21.4057508
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_BUNDLING_EDIT_MUTUAL_EXCLUDE-CODE2-TXTS	nvarchar	BSET_BUNDLING_EDIT_MUTUAL_EXCLUDE	CODE2	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	2817	661	23.46467874	23.46467874
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_BUNDLING_EDIT-DESCRIPTION-TXTS	nvarchar	BSET_BUNDLING_EDIT	DESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	305544	12	0.003927421	0.003927421
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_BUNDLING_EDIT-MODALLOWED-TXTS	nvarchar	BSET_BUNDLING_EDIT	MODALLOWED	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	305544	2	0.00065457	0.00065457
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_FACILITY-ZIP-TXTS	nvarchar	BSET_FACILITY	ZIP	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	2	2	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-CARRIERNO-TXTS	nvarchar	BSET_GPCI	CARRIERNO	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	459	64	13.94335512	13.94335512
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-LOCALITYNAME-TXTS	nvarchar	BSET_GPCI	LOCALITYNAME	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	459	101	22.0043573	22.0043573
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-LOCALITY-TXTS	nvarchar	BSET_GPCI	LOCALITY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	459	25	5.446623094	5.446623094
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-MALPRACTICEGPCI-FLT	float	BSET_GPCI	MALPRACTICEGPCI	FLT	1	NULL	NULL	53	NULL	NULL	459	262	57.08061002	57.08061002
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-PRACTICEGPCI-FLT	float	BSET_GPCI	PRACTICEGPCI	FLT	1	NULL	NULL	53	NULL	NULL	459	247	53.81263617	53.81263617
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-WORKGPCI-FLT	float	BSET_GPCI	WORKGPCI	FLT	1	NULL	NULL	53	NULL	NULL	459	106	23.09368192	23.09368192
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_GPCI-YEAR-INT	bigint	BSET_GPCI	YEAR	INT	1	NULL	NULL	19	NULL	NULL	459	5	1.089324619	1.089324619
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-APC-TXTS	nvarchar	BSET_HOSPITAL_APC	APC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	32935	1644	4.99165022	2.081223415
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-DESCRIPTION-TXTS	nvarchar	BSET_HOSPITAL_APC	DESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	78990	12878	16.30332954	16.30291675
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-MINUNADJCOPAY-FLT	float	BSET_HOSPITAL_APC	MINUNADJCOPAY	FLT	1	NULL	NULL	53	NULL	NULL	70622	3581	5.070657869	4.533370468
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-NATIONALUNADJCOPAY-FLT	float	BSET_HOSPITAL_APC	NATIONALUNADJCOPAY	FLT	1	NULL	NULL	53	NULL	NULL	67190	811	1.207024855	1.026686247
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-PAYMENTRATE-FLT	float	BSET_HOSPITAL_APC	PAYMENTRATE	FLT	1	NULL	NULL	53	NULL	NULL	70624	3981	5.636893974	5.039750861
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-PROCEDURECODE-TXTS	nvarchar	BSET_HOSPITAL_APC	PROCEDURECODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	78992	15063	19.06901965	19.06901965
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-RELATIVEWEIGHT-FLT	float	BSET_HOSPITAL_APC	RELATIVEWEIGHT	FLT	1	NULL	NULL	53	NULL	NULL	70310	1950	2.773431944	2.468604416
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-STATUSINDICATOR-TXTS	nvarchar	BSET_HOSPITAL_APC	STATUSINDICATOR	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	78992	24	0.030382824	0.030382824
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-YEAR-INT	bigint	BSET_HOSPITAL_APC	YEAR	INT	1	NULL	NULL	19	NULL	NULL	78992	6	0.007595706	0.007595706
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_STATUS_CODE-HOSPSTATCODE-TXTS	nvarchar	BSET_HOSPITAL_STATUS_CODE	HOSPSTATCODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	21	21	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_STATUS_CODE-HOSPSTATDESC-TXTS	nvarchar	BSET_HOSPITAL_STATUS_CODE	HOSPSTATDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	21	21	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_ICD9_CODE-DIAGCODE-TXTS	nvarchar	BSET_ICD9_CODE	DIAGCODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	16041	16041	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_ICD9_CODE-DIAGDESC-TXTS	nvarchar	BSET_ICD9_CODE	DIAGDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	16041	15408	96.05386198	96.05386198
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-AK-FLT	float	BSET_LAB_FEE_SCHEDULE	AK	FLT	1	NULL	NULL	53	NULL	NULL	9145	2434	26.61563696	26.61563696
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-AL-FLT	float	BSET_LAB_FEE_SCHEDULE	AL	FLT	1	NULL	NULL	53	NULL	NULL	9145	2233	24.4177146	24.4177146
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-AR-FLT	float	BSET_LAB_FEE_SCHEDULE	AR	FLT	1	NULL	NULL	53	NULL	NULL	9145	2239	24.48332422	24.48332422
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-AZ-FLT	float	BSET_LAB_FEE_SCHEDULE	AZ	FLT	1	NULL	NULL	53	NULL	NULL	9145	2441	26.69218152	26.69218152
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-CA1-FLT	float	BSET_LAB_FEE_SCHEDULE	CA1	FLT	1	NULL	NULL	53	NULL	NULL	9145	2289	25.03007108	25.03007108
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-CA2-FLT	float	BSET_LAB_FEE_SCHEDULE	CA2	FLT	1	NULL	NULL	53	NULL	NULL	9145	2268	24.8004374	24.8004374
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-CO-FLT	float	BSET_LAB_FEE_SCHEDULE	CO	FLT	1	NULL	NULL	53	NULL	NULL	9145	2400	26.2438491	26.2438491
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-CT-FLT	float	BSET_LAB_FEE_SCHEDULE	CT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2339	25.57681793	25.57681793
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-DC-FLT	float	BSET_LAB_FEE_SCHEDULE	DC	FLT	1	NULL	NULL	53	NULL	NULL	9145	2409	26.34226353	26.34226353
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-DE-FLT	float	BSET_LAB_FEE_SCHEDULE	DE	FLT	1	NULL	NULL	53	NULL	NULL	9145	2361	25.81738655	25.81738655
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-DESCRIPTION-TXTS	nvarchar	BSET_LAB_FEE_SCHEDULE	DESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	9143	1113	12.17324729	12.17058502
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-FL-FLT	float	BSET_LAB_FEE_SCHEDULE	FL	FLT	1	NULL	NULL	53	NULL	NULL	9145	2306	25.21596501	25.21596501
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-FLOOR-FLT	float	BSET_LAB_FEE_SCHEDULE	FLOOR	FLT	1	NULL	NULL	53	NULL	NULL	9145	3	0.032804811	0.032804811
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-GA-FLT	float	BSET_LAB_FEE_SCHEDULE	GA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2274	24.86604702	24.86604702
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-HCPC-TXTS	nvarchar	BSET_LAB_FEE_SCHEDULE	HCPC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	9145	1152	12.59704757	12.59704757
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-HI-FLT	float	BSET_LAB_FEE_SCHEDULE	HI	FLT	1	NULL	NULL	53	NULL	NULL	9145	2365	25.8611263	25.8611263
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-IA-FLT	float	BSET_LAB_FEE_SCHEDULE	IA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2459	26.88901039	26.88901039
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-ID-FLT	float	BSET_LAB_FEE_SCHEDULE	ID	FLT	1	NULL	NULL	53	NULL	NULL	9145	2337	25.55494806	25.55494806
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-IL-FLT	float	BSET_LAB_FEE_SCHEDULE	IL	FLT	1	NULL	NULL	53	NULL	NULL	9145	2437	26.64844177	26.64844177
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-IN-FLT	float	BSET_LAB_FEE_SCHEDULE	IN	FLT	1	NULL	NULL	53	NULL	NULL	9145	2357	25.7736468	25.7736468
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-KS-FLT	float	BSET_LAB_FEE_SCHEDULE	KS	FLT	1	NULL	NULL	53	NULL	NULL	9145	2265	24.76763259	24.76763259
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-KY-FLT	float	BSET_LAB_FEE_SCHEDULE	KY	FLT	1	NULL	NULL	53	NULL	NULL	9145	2319	25.35811919	25.35811919
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-LA-FLT	float	BSET_LAB_FEE_SCHEDULE	LA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2287	25.0082012	25.0082012
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-LIMIT-FLT	float	BSET_LAB_FEE_SCHEDULE	LIMIT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2181	23.84909787	23.84909787
