DATABASE_NAME	TABLE_NAME	OBJECT_NAME	PREDICATE_NAME	TYPE_SUFFIX	TOTAL_CARDINALITY	ORDER
BAL_LOCATION	BSET_CRIME_STATS_CA-ORIG_CRIMETYPE_NAME-TXTS	BSET_CRIME_STATS_CA	ORIG_CRIMETYPE_NAME	TXTS	79002	11
BAL_LOCATION	BSET_CRIME_STATS_CA-REPORT_DATE-DTM	BSET_CRIME_STATS_CA	REPORT_DATE	DTM	79002	12
BAL_LOCATION	BSET_CRIME_STATS_CA-STATE-TXTS	BSET_CRIME_STATS_CA	STATE	TXTS	79002	13
BAL_LOCATION	BSET_CRIME_STATS_DC-NID-INT	BSET_CRIME_STATS_DC	NID	INT	124876	1
BAL_LOCATION	BSET_CRIME_STATS_DC-ANC-TXTS	BSET_CRIME_STATS_DC	ANC	TXTS	124875	2
BAL_LOCATION	BSET_CRIME_STATS_DC-BLOCKSITEADDRESS-TXTS	BSET_CRIME_STATS_DC	BLOCKSITEADDRESS	TXTS	123785	3
BAL_LOCATION	BSET_CRIME_STATS_DC-BUSINESSIMPROVEMENTDISTRICT-TXTS	BSET_CRIME_STATS_DC	BUSINESSIMPROVEMENTDISTRICT	TXTS	124876	4
BAL_LOCATION	BSET_CRIME_STATS_DC-CCN-INT	BSET_CRIME_STATS_DC	CCN	INT	124844	5
BAL_LOCATION	BSET_CRIME_STATS_DC-CCN-TXTS	BSET_CRIME_STATS_DC	CCN	TXTS	8	6
BAL_LOCATION	BSET_CRIME_STATS_DC-CITY-TXTS	BSET_CRIME_STATS_DC	CITY	TXTS	123084	7
BAL_LOCATION	BSET_CRIME_STATS_DC-DISTRICT-TXTS	BSET_CRIME_STATS_DC	DISTRICT	TXTS	124875	8
BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2004NAME-TXTS	BSET_CRIME_STATS_DC	HOTSPOT2004NAME	TXTS	124876	9
BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2005NAME-TXTS	BSET_CRIME_STATS_DC	HOTSPOT2005NAME	TXTS	124876	10
BAL_LOCATION	BSET_CRIME_STATS_DC-HOTSPOT2006NAME-TXTS	BSET_CRIME_STATS_DC	HOTSPOT2006NAME	TXTS	124876	11
BAL_LOCATION	BSET_CRIME_STATS_DC-LASTMODIFIEDDATE-DTM	BSET_CRIME_STATS_DC	LASTMODIFIEDDATE	DTM	124876	12
BAL_LOCATION	BSET_CRIME_STATS_DC-LATITUDE-FLT	BSET_CRIME_STATS_DC	LATITUDE	FLT	124876	13
BAL_LOCATION	BSET_CRIME_STATS_DC-LONGITUDE-FLT	BSET_CRIME_STATS_DC	LONGITUDE	FLT	124876	14
BAL_LOCATION	BSET_CRIME_STATS_DC-METHOD-TXTS	BSET_CRIME_STATS_DC	METHOD	TXTS	124876	15
BAL_LOCATION	BSET_CRIME_STATS_DC-NARRATIVE-TXTS	BSET_CRIME_STATS_DC	NARRATIVE	TXTS	124876	16
BAL_LOCATION	BSET_CRIME_STATS_DC-NEIGHBORHOODCLUSTER-TXTS	BSET_CRIME_STATS_DC	NEIGHBORHOODCLUSTER	TXTS	124875	17
BAL_LOCATION	BSET_CRIME_STATS_DC-OFFENSE-TXTS	BSET_CRIME_STATS_DC	OFFENSE	TXTS	124876	18
BAL_LOCATION	BSET_CRIME_STATS_DC-PSA-TXTS	BSET_CRIME_STATS_DC	PSA	TXTS	124875	19
BAL_LOCATION	BSET_CRIME_STATS_DC-REPORTDATETIME-DTM	BSET_CRIME_STATS_DC	REPORTDATETIME	DTM	124876	20
BAL_LOCATION	BSET_CRIME_STATS_DC-SHIFT-TXTS	BSET_CRIME_STATS_DC	SHIFT	TXTS	124876	21
BAL_LOCATION	BSET_CRIME_STATS_DC-SMD-TXTS	BSET_CRIME_STATS_DC	SMD	TXTS	124875	22
BAL_LOCATION	BSET_CRIME_STATS_DC-STATE-TXTS	BSET_CRIME_STATS_DC	STATE	TXTS	123084	23
BAL_LOCATION	BSET_CRIME_STATS_DC-WARD-TXTS	BSET_CRIME_STATS_DC	WARD	TXTS	124875	24
BAL_MEDICAL_CODE_SETS	BSET_DRG-DRGCODE-TXTS	BSET_DRG	DRGCODE	TXTS	540	1
BAL_MEDICAL_CODE_SETS	BSET_DRG-DRGTITLE-TXTS	BSET_DRG	DRGTITLE	TXTS	540	2
BAL_MEDICAL_CODE_SETS	BSET_DRG-DRGTYPE-TXTS	BSET_DRG	DRGTYPE	TXTS	537	3
BAL_MEDICAL_CODE_SETS	BSET_DRG-MEDICALSERVICEGROUP-TXTS	BSET_DRG	MEDICALSERVICEGROUP	TXTS	540	4
BAL_MEDICAL_CODE_SETS	BSET_DRUG-NDC_CODE-TXTS	BSET_DRUG	NDC_CODE	TXTS	85433	1
BAL_MEDICAL_CODE_SETS	BSET_DRUG-BRAND_NAME-TXTS	BSET_DRUG	BRAND_NAME	TXTS	85433	2
BAL_MEDICAL_CODE_SETS	BSET_DRUG-CATEGORY-TXTS	BSET_DRUG	CATEGORY	TXTS	85433	3
BAL_MEDICAL_CODE_SETS	BSET_DRUG-DRUG_ID-TXTS	BSET_DRUG	DRUG_ID	TXTS	10599	4
BAL_MEDICAL_CODE_SETS	BSET_DRUG-GENERIC_PRODUCT_NAME-TXTS	BSET_DRUG	GENERIC_PRODUCT_NAME	TXTS	85433	5
BAL_MEDICAL_CODE_SETS	BSET_DRUG-GROUP-TXTS	BSET_DRUG	GROUP	TXTS	85433	6
BAL_MEDICAL_CODE_SETS	BSET_DRUG-ROUTE-TXTS	BSET_DRUG	ROUTE	TXTS	85433	7
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-HCPCS-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	HCPCS	TXTS	28739	1
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MOD-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	MOD	TXTS	14895	2
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MOD2-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	MOD2	TXTS	655	3
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-DESCRIPTION-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	DESCRIPTION	TXTS	28601	4
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-FLOOR-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	FLOOR	FLT	28739	5
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-CEILING-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	CEILING	FLT	28739	6
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-CATG-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	CATG	TXTS	28739	7
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-JURIS-TXTS	BSET_DURABLE_MEDICAL_EQUIPMENT	JURIS	TXTS	28739	8
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-YEAR-INT	BSET_DURABLE_MEDICAL_EQUIPMENT	YEAR	INT	28739	9
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-AK-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	AK	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-AL-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	AL	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-AR-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	AR	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-AZ-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	AZ	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-CA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	CA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-CO-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	CO	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-CT-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	CT	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-DC-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	DC	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-DE-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	DE	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-FL-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	FL	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-GA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	GA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-HI-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	HI	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-IA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	IA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-ID-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	ID	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-IL-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	IL	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-IN-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	IN	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-KS-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	KS	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-KY-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	KY	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-LA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	LA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MD-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MD	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-ME-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	ME	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MI-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MI	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MN-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MN	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MO-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MO	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MS-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MS	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-MT-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	MT	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NC-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NC	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-ND-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	ND	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NE-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NE	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NH-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NH	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NJ-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NJ	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NM-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NM	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NV-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NV	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-NY-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	NY	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-OH-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	OH	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-OK-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	OK	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-OR-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	OR	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-PA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	PA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-PR-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	PR	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-RI-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	RI	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-SC-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	SC	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-SD-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	SD	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-TN-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	TN	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-TX-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	TX	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-UT-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	UT	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-VA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	VA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-VI-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	VI	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-VT-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	VT	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-WA-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	WA	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-WI-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	WI	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-WV-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	WV	FLT	28739	
BAL_MEDICAL_CODE_SETS	BSET_DURABLE_MEDICAL_EQUIPMENT-WY-FLT	BSET_DURABLE_MEDICAL_EQUIPMENT	WY	FLT	28739	
BAL_LOCATION	BSET_EMPLOYER-EMPLOYER-TXTS	BSET_EMPLOYER	EMPLOYER	TXTS	91045	1
BAL_LOCATION	BSET_EMPLOYER-CITY-TXTS	BSET_EMPLOYER	CITY	TXTS	91045	2
BAL_LOCATION	BSET_EMPLOYER-STATE-TXTS	BSET_EMPLOYER	STATE	TXTS	91045	3
BAL_LOCATION	BSET_EMPLOYER-STREETADDRESS-TXTS	BSET_EMPLOYER	STREETADDRESS	TXTS	91039	4
BAL_LOCATION	BSET_EMPLOYER-ZIP-TXTS	BSET_EMPLOYER	ZIP	TXTS	91044	5
BAL_LOCATION	BSET_EMPLOYER-PAYER-TXTS	BSET_EMPLOYER	PAYER	TXTS	91045	
BAL_LOCATION	BSET_EMPLOYER-PAYERDESCRIPTION-TXTS	BSET_EMPLOYER	PAYERDESCRIPTION	TXTS	91045	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-CITY-TXTS	BSET_FACILITY	CITY	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-HOSPITAL_ID-TXTS	BSET_FACILITY	HOSPITAL_ID	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-HOSPITAL_NAME-TXTS	BSET_FACILITY	HOSPITAL_NAME	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-STATE-TXTS	BSET_FACILITY	STATE	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-STREET_ADDRESS-TXTS	BSET_FACILITY	STREET_ADDRESS	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_FACILITY-ZIP-TXTS	BSET_FACILITY	ZIP	TXTS	2	
BAL_MEDICAL_CODE_SETS	BSET_GPCI-LOCALITY-TXTS	BSET_GPCI	LOCALITY	TXTS	459	1
BAL_MEDICAL_CODE_SETS	BSET_GPCI-CARRIERNO-TXTS	BSET_GPCI	CARRIERNO	TXTS	459	2
BAL_MEDICAL_CODE_SETS	BSET_GPCI-LOCALITYNAME-TXTS	BSET_GPCI	LOCALITYNAME	TXTS	459	3
BAL_MEDICAL_CODE_SETS	BSET_GPCI-MALPRACTICEGPCI-FLT	BSET_GPCI	MALPRACTICEGPCI	FLT	459	4
BAL_MEDICAL_CODE_SETS	BSET_GPCI-PRACTICEGPCI-FLT	BSET_GPCI	PRACTICEGPCI	FLT	459	5
BAL_MEDICAL_CODE_SETS	BSET_GPCI-WORKGPCI-FLT	BSET_GPCI	WORKGPCI	FLT	459	6
BAL_MEDICAL_CODE_SETS	BSET_GPCI-YEAR-INT	BSET_GPCI	YEAR	INT	459	7
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-PROCEDURECODE-TXTS	BSET_HOSPITAL_APC	PROCEDURECODE	TXTS	78992	1
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-APC-TXTS	BSET_HOSPITAL_APC	APC	TXTS	32935	2
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-DESCRIPTION-TXTS	BSET_HOSPITAL_APC	DESCRIPTION	TXTS	78990	3
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-MINUNADJCOPAY-FLT	BSET_HOSPITAL_APC	MINUNADJCOPAY	FLT	70622	4
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-NATIONALUNADJCOPAY-FLT	BSET_HOSPITAL_APC	NATIONALUNADJCOPAY	FLT	67190	5
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-PAYMENTRATE-FLT	BSET_HOSPITAL_APC	PAYMENTRATE	FLT	70624	6
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-RELATIVEWEIGHT-FLT	BSET_HOSPITAL_APC	RELATIVEWEIGHT	FLT	70310	7
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-STATUSINDICATOR-TXTS	BSET_HOSPITAL_APC	STATUSINDICATOR	TXTS	78992	8
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_APC-YEAR-INT	BSET_HOSPITAL_APC	YEAR	INT	78992	9
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_STATUS_CODE-HOSPSTATCODE-TXTS	BSET_HOSPITAL_STATUS_CODE	HOSPSTATCODE	TXTS	21	1
BAL_MEDICAL_CODE_SETS	BSET_HOSPITAL_STATUS_CODE-HOSPSTATDESC-TXTS	BSET_HOSPITAL_STATUS_CODE	HOSPSTATDESC	TXTS	21	2
BAL_MEDICAL_CODE_SETS	BSET_ICD9_CODE-DIAGCODE-TXTS	BSET_ICD9_CODE	DIAGCODE	TXTS	16041	1
BAL_MEDICAL_CODE_SETS	BSET_ICD9_CODE-DIAGDESC-TXTS	BSET_ICD9_CODE	DIAGDESC	TXTS	16041	2
BAL_LOCATION	BSET_INSURER_LOCATION-INSURANCECOMPANY-TXTS	BSET_INSURER_LOCATION	INSURANCECOMPANY	TXTS	14571	1
BAL_LOCATION	BSET_INSURER_LOCATION-ADDRESS1-TXTS	BSET_INSURER_LOCATION	ADDRESS1	TXTS	14467	2
BAL_LOCATION	BSET_INSURER_LOCATION-ADDRESS2-TXTS	BSET_INSURER_LOCATION	ADDRESS2	TXTS	120	3
BAL_LOCATION	BSET_INSURER_LOCATION-CITY-TXTS	BSET_INSURER_LOCATION	CITY	TXTS	14454	4
BAL_LOCATION	BSET_INSURER_LOCATION-LOCATIONNAME-TXTS	BSET_INSURER_LOCATION	LOCATIONNAME	TXTS	14470	5
BAL_LOCATION	BSET_INSURER_LOCATION-STATE-TXTS	BSET_INSURER_LOCATION	STATE	TXTS	14451	6
BAL_LOCATION	BSET_INSURER_LOCATION-ZIP-TXTS	BSET_INSURER_LOCATION	ZIP	TXTS	14379	7
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LINE_NUMBER-INT	BSET_IRAQ_WAR_DIARY	LINE_NUMBER	INT	391832	1
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LATITUDE-FLT	BSET_IRAQ_WAR_DIARY	LATITUDE	FLT	391832	2
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LONGITUDE-FLT	BSET_IRAQ_WAR_DIARY	LONGITUDE	FLT	391832	3
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-INCIDENT_DATE-DTM	BSET_IRAQ_WAR_DIARY	INCIDENT_DATE	DTM	391832	4
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-EVENT_TEXT-TXTS	BSET_IRAQ_WAR_DIARY	EVENT_TEXT	TXTS	21105	5
BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-EVENT_TEXT-TXTL	BSET_IRAQ_WAR_DIARY	EVENT_TEXT	TXTL	0	6
BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-HCPC-TXTS	BSET_LAB_FEE_SCHEDULE	HCPC	TXTS	9145	1
